Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Autres couleurs (product.metafields.custom.autres_couleurs),Autres couleurs disponibles waffle (product.metafields.custom.autres_couleurs_disponibles_waffle),Linked colors (product.metafields.custom.linked_colors),Restock badge (product.metafields.custom.restock_badge),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Nombre d’évaluations de produit (product.metafields.reviews.rating_count),Tranche d’âge (product.metafields.shopify.age-group),Caractéristiques des vêtements (product.metafields.shopify.clothing-features),Couleur (product.metafields.shopify.color-pattern),Tissu (product.metafields.shopify.fabric),Décolleté (product.metafields.shopify.neckline),Taille (product.metafields.shopify.size),Type de longueur du manche (product.metafields.shopify.sleeve-length-type),Sexe cible (product.metafields.shopify.target-gender),Type de longueur du haut (product.metafields.shopify.top-length-type),Produits complémentaires (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products),Paramètres des produits connexes (product.metafields.shopify--discovery--product_recommendation.related_products_display),Mises en avant de produits dans la recherche (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
lilas-waffle,,,,,,,,,m,,,,,,,,WFL-M-LILA,620.0,shopify,0,deny,manual,49.99,,true,true,,,,,WFL-M-LILA,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEE_LONG_VIOLET_4.jpg?v=1755076601,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lilas-waffle,,,,,,,,,l,,,,,,,,WFL-L-LILA,660.0,shopify,0,deny,manual,49.99,,true,true,,,,,WFL-L-LILA,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEE_LONG_VIOLET_5.jpg?v=1755076601,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lilas-waffle,,,,,,,,,xl,,,,,,,,WFL-XL-LILA,700.0,shopify,7,deny,manual,49.99,,true,true,,,,,WFL-XL-LILA,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEE_LONG_VIOLET_6.jpg?v=1755076601,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lilas-waffle,,,,,,,,,xxl,,,,,,,,WFL-XXL-LILA,740.0,shopify,8,deny,manual,49.99,,true,true,,,,,WFL-XXL-LILA,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEE_LONG_VIOLET_1.jpg?v=1755076601,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lilas-waffle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEE_LONG_VIOLET_2.jpg?v=1755076601,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lilas-waffle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEE_LONG_VIOLET_3.jpg?v=1755076601,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sky-waffle,Sky Waffle,"<ul>
<li>
<p class=""p1"">Colors : blue</p>
</li>
<li>
<p class=""p1"">300 GSM</p>
</li>
<li>
<p class=""p1"">65% cotton - 35% polyester<br></p>
</li>
<li>
<p class=""p1"">Waffle render</p>
</li>
<li>
<p><meta charset=""utf-8"">Front logo embroidered</p>
</li>
</ul>
<ul>
<li>
<p>Back logo embroidered on the neck</p>
</li>
</ul>
<ul>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3<meta charset=""utf-8""><br></p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","",true,Taille,xs,product.metafields.shopify.size,,,,,,,WFL-XS-SKY,540.0,shopify,6,deny,manual,49.99,,true,true,,,,,WFL-XS-SKY,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEE_LONG_BLEU_FACE.jpg?v=1755011107,1,"",false,,,212,,,,,,,,,,,citrus-waffle; flamingo-waffle; lilas-waffle; pure-white-waffle; sky-waffle; noir-waffle-1,,,,,'2,,,,,,xs; s; m; l; xl; xxl,,,,,,,,,kg,,,active
sky-waffle,,,,,,,,,s,,,,,,,,WFL-S-SKY,580.0,shopify,0,deny,manual,49.99,,true,true,,,,,WFL-S-SKY,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEE_LONG_BLEU_DOS.jpg?v=1755011107,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sky-waffle,,,,,,,,,m,,,,,,,,WFL-M-SKY,620.0,shopify,0,deny,manual,49.99,,true,true,,,,,WFL-M-SKY,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEELONGBLEU4.jpg?v=1755011107,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sky-waffle,,,,,,,,,l,,,,,,,,WFL-L-SKY,660.0,shopify,0,deny,manual,49.99,,true,true,,,,,WFL-L-SKY,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEELONGBLEU5.jpg?v=1755011107,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sky-waffle,,,,,,,,,xl,,,,,,,,WFL-XL-SKY,700.0,shopify,10,deny,manual,49.99,,true,true,,,,,WFL-XL-SKY,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEELONGBLEU6.jpg?v=1755011107,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sky-waffle,,,,,,,,,xxl,,,,,,,,WFL-XXL-SKY,740.0,shopify,10,deny,manual,49.99,,true,true,,,,,WFL-XXL-SKY,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEELONGBLEU1.jpg?v=1755011107,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sky-waffle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEELONGBLEU2.jpg?v=1755011107,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sky-waffle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEELONGBLEU3.jpg?v=1755011107,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flamingo-waffle,Flamingo Waffle,"<ul>
<li>
<p class=""p1"">Colors : pink</p>
</li>
<li>
<p class=""p1"">300 GSM</p>
</li>
<li>
<p class=""p1"">65% cotton - 35% polyester<br></p>
</li>
<li>
<p class=""p1"">Waffle render</p>
</li>
<li>
<p><meta charset=""utf-8"">Front logo embroidered</p>
</li>
</ul>
<ul>
<li>
<p>Back logo embroidered on the neck</p>
</li>
</ul>
<ul>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3<meta charset=""utf-8""><br></p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","",true,Taille,xs,product.metafields.shopify.size,,,,,,,WFL-XS-FLGO,540.0,shopify,13,deny,manual,49.99,,true,true,,,,,WFL-XS-FLGO,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG-8909.jpg?v=1771412447,1,"",false,,,212,,,,,,,,,,,citrus-waffle; flamingo-waffle; lilas-waffle; noir-waffle-1; pure-white-waffle; sky-waffle,,,,,'2,,,,,,xs; s; m; l; xl; xxl,,,,,,,,,kg,,,active
flamingo-waffle,,,,,,,,,s,,,,,,,,WFL-S-FLGO,580.0,shopify,1,deny,manual,49.99,,true,true,,,,,WFL-S-FLGO,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEELONGROSEFACE.jpg?v=1771412447,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
flamingo-waffle,,,,,,,,,m,,,,,,,,WFL-M-FLGO,620.0,shopify,0,deny,manual,49.99,,true,true,,,,,WFL-M-FLGO,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEELONGROSEDOS.jpg?v=1771412447,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
flamingo-waffle,,,,,,,,,l,,,,,,,,WFL-L-FLGO,660.0,shopify,4,deny,manual,49.99,,true,true,,,,,WFL-L-FLGO,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG-8908.jpg?v=1755581639,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
flamingo-waffle,,,,,,,,,xl,,,,,,,,WFL-XL-FLGO,700.0,shopify,14,deny,manual,49.99,,true,true,,,,,WFL-XL-FLGO,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG-8907.jpg?v=1755581640,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
flamingo-waffle,,,,,,,,,xxl,,,,,,,,WFL-XXL-FLGO,740.0,shopify,0,deny,manual,49.99,,true,true,,,,,WFL-XXL-FLGO,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG-8912.jpg?v=1755581640,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
flamingo-waffle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG-8911.jpg?v=1755581640,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flamingo-waffle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/IMG-8910.jpg?v=1755581640,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure-white-waffle,Pure White Waffle,"<ul>
<li>
<p class=""p1"">Colors : white</p>
</li>
<li>
<p class=""p1"">300 GSM</p>
</li>
<li>
<p class=""p1"">65% cotton - 35% polyester<br></p>
</li>
<li>
<p class=""p1"">Waffle render</p>
</li>
<li>
<p><meta charset=""utf-8"">Front logo embroidered</p>
</li>
</ul>
<ul>
<li>
<p>Back logo embroidered on the neck</p>
</li>
</ul>
<ul>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3<meta charset=""utf-8""><br></p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","",true,Taille,xs,product.metafields.shopify.size,,,,,,,WFL-XS-PRWT,540.0,shopify,5,deny,manual,49.99,,true,true,,,,,WFL-XS-PRWT,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEE_LONG_BLANC_FACE_53f37f3e-de23-44c1-8fe4-a59ff3529932.jpg?v=1757001579,1,"",false,,,212,,,,,,,,,,,citrus-waffle; flamingo-waffle; lilas-waffle; pure-white-waffle; sky-waffle; noir-waffle-1,,,,,'2,,,,,,xs; s; m; l; xl; xxl,,,,,,,,,kg,,,active
pure-white-waffle,,,,,,,,,s,,,,,,,,WFL-S-PRWT,580.0,shopify,0,deny,manual,49.99,,true,true,,,,,WFL-S-PRWT,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEE_LONG_BLANC_DOS_6adad0c9-3704-4733-b25d-5ade184bffcb.jpg?v=1757001579,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pure-white-waffle,,,,,,,,,m,,,,,,,,WFL-M-PRWT,620.0,shopify,1,deny,manual,49.99,,true,true,,,,,WFL-M-PRWT,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEELONGBLANC4.jpg?v=1757001579,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pure-white-waffle,,,,,,,,,l,,,,,,,,WFL-L-PRWT,660.0,shopify,0,deny,manual,49.99,,true,true,,,,,WFL-L-PRWT,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEELONGBLANC5.jpg?v=1757001579,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pure-white-waffle,,,,,,,,,xl,,,,,,,,WFL-XL-PRWT,700.0,shopify,15,deny,manual,49.99,,true,true,,,,,WFL-XL-PRWT,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEELONGBLANC6.jpg?v=1757001579,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pure-white-waffle,,,,,,,,,xxl,,,,,,,,WFL-XXL-PRWT,740.0,shopify,4,deny,manual,49.99,,true,true,,,,,WFL-XXL-PRWT,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEELONGBLANC1.jpg?v=1757001579,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pure-white-waffle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEELONGBLANC2.jpg?v=1757001579,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure-white-waffle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEELONGBLANC3.jpg?v=1757001579,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure-white-tee,Pure White Tee,"<ul>
<li>
<p class=""p1"">Colors: white</p>
</li>
<li>
<p class=""p1"">305 gsm</p>
</li>
<li>
<p class=""p1"">100% cotton</p>
</li>
<li>
<p class=""p1"">Back logo printed in classic screen print + puff print</p>
</li>
<li>
<p class=""p1"">Front logo embroidered</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
</ul>",Noclout,Apparel & Accessories,"",test,true,Size,XS,,,,,,,,TEE-XS-WHTE,300.0,shopify,10,deny,manual,44.99,,true,true,,,,,TEE-XS-WHTE,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEE_BLANC_DOS.jpg?v=1757001539,1,"",false,,,,,,,,,,,,,,,,,,,'2,,,,,,,,,,,,,,,kg,,19.00,active
pure-white-tee,,,,,,,,,S,,,,,,,,TEE-S-WHTE,300.0,shopify,18,deny,manual,44.99,,true,true,,,,,TEE-S-WHTE,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEE_BLANC_FACE.jpg?v=1757001539,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,19.00,
pure-white-tee,,,,,,,,,M,,,,,,,,TEE-M-WHTE,300.0,shopify,0,deny,manual,44.99,,true,true,,,,,TEE-M-WHTE,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEE_BLANC_4.jpg?v=1757001539,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,19.00,
pure-white-tee,,,,,,,,,L,,,,,,,,TEE-L-WHTE,300.0,shopify,30,deny,manual,44.99,,true,true,,,,,TEE-L-WHTE,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEE_BLANC_5.jpg?v=1757001539,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,19.00,
pure-white-tee,,,,,,,,,XL,,,,,,,,TEE-XL-WHTE,300.0,shopify,0,deny,manual,44.99,,true,true,,,,,TEE-XL-WHTE,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEE_BLANC_6.jpg?v=1757001539,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,19.00,
pure-white-tee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEE_BLANC_1.jpg?v=1757001539,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure-white-tee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEE_BLANC_2.jpg?v=1757001539,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure-white-tee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/TEE_BLANC_3.jpg?v=1757001539,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surprise-pc,Key Chain,<p>• Color: silver<br>• Polished metal finish<br>• Custom Noclout logo cut-out<br>• Reinforced chain + key ring<br>• Glossy mirror effect</p>,Noclout,Uncategorized,"","",true,Title,Default Title,,,,,,,,ACS-KY-CHAIN,10.0,shopify,156,deny,manual,11.99,,true,true,,,,,ACS-KY-CHAIN,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/Key_Chain.jpg?v=1771248832,1,"",false,,,,,,,,,,,,,,,,,,,'5,,,,,,,,,,"","",only manual,,,kg,,,active
lavender-swimming-short-v2,Lavender Swim Short V2,"<ul>
<li>
<p class=""p1"">Colors: purple, pink in sunlight</p>
</li>
<li>
<p class=""p1"">100% polyester</p>
</li>
<li>
<p class=""p1"">Front logo embroidered<br></p>
</li>
<li>
<p class=""p1"">Color-changing in water, shade, and sunlight</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Swimwear > Boardshorts,"","",true,Size,xs,product.metafields.shopify.size,,,,,,,SWS-XS-LVDR,280.0,shopify,9,deny,manual,34.99,,true,true,,,,,SWS-XS-LVDR,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/2_9974f810-f576-48eb-ac8d-ac0bc59fbb4f.jpg?v=1752148845,1,"",false,,,,,adult,,,,,,,,,,,,,,'2,adultes,,violet; bleu,polyester,,xs; s; m; l; xl,,unisexe,,,,,,,kg,,,active
lavender-swimming-short-v2,,,,,,,,,s,,,,,,,,SWS-S-LVDR,290.0,shopify,0,deny,manual,34.99,,true,true,,,,,SWS-S-LVDR,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/ezgif.com-animated-gif-maker_11.gif?v=1752148845,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lavender-swimming-short-v2,,,,,,,,,m,,,,,,,,SWS-M-LVDR,300.0,shopify,5,deny,manual,34.99,,true,true,,,,,SWS-M-LVDR,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3880.jpg?v=1752148845,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lavender-swimming-short-v2,,,,,,,,,l,,,,,,,,SWS-L-LVDR,310.0,shopify,0,deny,manual,34.99,,true,true,,,,,SWS-L-LVDR,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3904.jpg?v=1752148845,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lavender-swimming-short-v2,,,,,,,,,xl,,,,,,,,SWS-XL-LVDR,320.0,shopify,0,deny,manual,34.99,,true,true,,,,,SWS-XL-LVDR,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3894.jpg?v=1752148845,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
brazil-swimming-short-v2,Brazil Swim Short V2,"<ul>
<li>
<p class=""p1"">Colors: green, yellow in sunlight</p>
</li>
<li>
<p class=""p1"">100% polyester</p>
</li>
<li>
<p class=""p1"">Front logo embroidered<br></p>
</li>
<li>
<p class=""p1"">Color-changing in water, shade, and sunlight</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Swimwear > Boardshorts,"","",true,Size,xs,product.metafields.shopify.size,,,,,,,SWS-XS-BRZL,280.0,shopify,2,deny,manual,34.99,,true,true,,,,,SWS-XS-BRZL,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/4-IA_b5454f47-d5f9-4bd0-a551-79cc876d2eac.jpg?v=1752148754,1,"",false,,,,,adult,,,,,,,,,,,,,,,adultes,,violet; bleu,polyester,,xs; s; m; l; xl,,unisexe,,,,,,,kg,,,active
brazil-swimming-short-v2,,,,,,,,,s,,,,,,,,SWS-S-BRZL,290.0,shopify,0,deny,manual,34.99,,true,true,,,,,SWS-S-BRZL,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/ezgif.com-animated-gif-maker_9.gif?v=1752148754,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
brazil-swimming-short-v2,,,,,,,,,m,,,,,,,,SWS-M-BRZL,300.0,shopify,0,deny,manual,34.99,,true,true,,,,,SWS-M-BRZL,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3848.jpg?v=1752148754,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
brazil-swimming-short-v2,,,,,,,,,l,,,,,,,,SWS-L-BRZL,310.0,shopify,0,deny,manual,34.99,,true,true,,,,,SWS-L-BRZL,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3855.jpg?v=1752148754,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
brazil-swimming-short-v2,,,,,,,,,xl,,,,,,,,SWS-XL-BRZL,320.0,shopify,0,deny,manual,34.99,,true,true,,,,,SWS-XL-BRZL,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3860.jpg?v=1752148754,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pinky-swimming-short,Pinky Swim Short,"<ul>
<li>
<p class=""p1"">Colors: pink, baby pink in sunlight</p>
</li>
<li>
<p class=""p1"">100% polyester</p>
</li>
<li>
<p class=""p1"">Front logo embroidered<br></p>
</li>
<li>
<p class=""p1"">Color-changing in water, shade, and sunlight</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Swimwear > Boardshorts,"","",true,Size,xs,product.metafields.shopify.size,,,,,,,SWS-XS-PINK,280.0,shopify,12,deny,manual,34.99,,true,true,,,,,SWS-XS-PINK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/1-IA_187696b8-67a6-4da6-b290-788d027f7717.jpg?v=1752148603,1,"",false,,,,,adult,,,,,,,,,,,,,,,adultes,,violet; bleu,polyester,,xs; s; m; l; xl,,unisexe,,,,,,,kg,,,active
pinky-swimming-short,,,,,,,,,s,,,,,,,,SWS-S-PINK,290.0,shopify,0,deny,manual,34.99,,true,true,,,,,SWS-S-PINK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/ezgif.com-animated-gif-maker_7.gif?v=1752148603,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pinky-swimming-short,,,,,,,,,m,,,,,,,,SWS-M-PINK,300.0,shopify,0,deny,manual,34.99,,true,true,,,,,SWS-M-PINK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3864.jpg?v=1752148603,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pinky-swimming-short,,,,,,,,,l,,,,,,,,SWS-L-PINK,310.0,shopify,0,deny,manual,34.99,,true,true,,,,,SWS-L-PINK,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3869.jpg?v=1752148603,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
pinky-swimming-short,,,,,,,,,xl,,,,,,,,SWS-XL-PINK,320.0,shopify,0,deny,manual,34.99,,true,true,,,,,SWS-XL-PINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lava-swimming-short-v2,Lava Swim Short V2,"<ul>
<li>
<p class=""p1"">Colors: orange, yellow in sunlight</p>
</li>
<li>
<p class=""p1"">100% polyester</p>
</li>
<li>
<p class=""p1"">Front logo embroidered<br></p>
</li>
<li>
<p class=""p1"">Color-changing in water, shade, and sunlight</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Swimwear > Boardshorts,"","",true,Size,xs,product.metafields.shopify.size,,,,,,,SWS-XS-LAVA,280.0,shopify,22,deny,manual,34.99,,true,true,,,,,SWS-XS-LAVA,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3-IA_a50799fd-b3ed-47dc-aedf-4512ee2c42f0.jpg?v=1752148806,1,"",false,,,,,adult,,,,,,,,,,,,,,'2,adultes,,violet; bleu,polyester,,xs; s; m; l; xl,,unisexe,,,,,,,kg,,,active
lava-swimming-short-v2,,,,,,,,,s,,,,,,,,SWS-S-LAVA,290.0,shopify,8,deny,manual,34.99,,true,true,,,,,SWS-S-LAVA,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/ezgif.com-animated-gif-maker_10.gif?v=1752148806,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lava-swimming-short-v2,,,,,,,,,m,,,,,,,,SWS-M-LAVA,300.0,shopify,0,deny,manual,34.99,,true,true,,,,,SWS-M-LAVA,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3817.jpg?v=1752148806,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lava-swimming-short-v2,,,,,,,,,l,,,,,,,,SWS-L-LAVA,310.0,shopify,0,deny,manual,34.99,,true,true,,,,,SWS-L-LAVA,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3821.jpg?v=1752148806,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
lava-swimming-short-v2,,,,,,,,,xl,,,,,,,,SWS-XL-LAVA,320.0,shopify,0,deny,manual,34.99,,true,true,,,,,SWS-XL-LAVA,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/3810.jpg?v=1752148806,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ultra-violet-swimming-short-v2,Ultra Violet Swim Short V2,"<ul>
<li>
<p class=""p1"">Colors: purple, blue in sunlight</p>
</li>
<li>
<p class=""p1"">100% polyester</p>
</li>
<li>
<p class=""p1"">Front logo embroidered<br></p>
</li>
<li>
<p class=""p1"">Color-changing in water, shade, and sunlight</p>
</li>
<li>
<p class=""p1"">Every order includes exclusive goodies &lt;3</p>
</li>
</ul>",Noclout,Apparel & Accessories > Clothing > Swimwear > Boardshorts,"","",true,Size,xs,product.metafields.shopify.size,,,,,,,SWS-XS-ULTV,280.0,shopify,5,deny,manual,34.99,,true,true,,,,,SWS-XS-ULTV,https://cdn.shopify.com/s/files/1/0654/3828/6065/files/5-IA_acb2aeab-74d5-4c68-9ab0-1ee40121f119.jpg?v=1752148660,1,"",false,,,,,adult,,,,,,,,,,,,,,'2,adultes,,violet; bleu,polyester,,xs; s; m; l; xl,,unisexe,,,,,,,kg,,,active
